title,article,published,article_id,question_1,question_2
Analyser: Ryska krigsbrotten kommer inte vara de sista,"De begångna krigsbrotten i Ukraina var oundvikliga – och de kommer inte vara de sista, skriver CNN:s Stephen Collinson i en analys. Kanske kan bilderna som visade döda civila på gatorna i ukrainska Butja bli en vändpunkt, skriver han. Men det enda tänkbara sättet att rädda ukrainarna är om västs styrkor ingriper eller om Vladimir Putin plötsligt bestämmer sig för att sätta stopp.”Inget av det är troligt”, skriver Collinson och framhåller att väst inte vill kriga med kärnvapenmakten och att Putin aldrig tidigare värnat om civila.Det som hänt civila i Butja borde inte komma som en chock, skriver Washington Posts Clara Ferreira Marques i en analys. Taktiken har använts av Ryssland förut och det kommer hända igen – om inte Europa, USA och andra allierade nationer sätter stopp.Det kommer att kosta, skriver hon och tillägger att vi måste sluta köpa rysk olja och gas även om det också skulle bli tufft för framför allt Europa som är beroende av den.”Men det går att göra, höga priser dämpar efterfrågan och ett krig i Europa är inte heller kostnadsfritt.”",2022-04-04T10:35:41Z,WjK8JL,Varför skriver Stephen Collinson att de begångna krigsbrotten i Ukraina var oundvikliga?,Vad föreslår Clara Ferreira Marques för att sätta stopp för de begångna krigsbrotten i Ukraina?
Paasikivi: Signal att slå mot bas med Nato-koppling,"Morgonens ryska attack mot en militärbas strax intill gränsen till Polen har ett signalvärde. Det säger Joakim Paasikivi, överstelöjtnant och lärare på Försvarshögskolan, till DN.– Det här är ett militärt mål, men man har även vägt in signaleffekten av att slå mot en bas där Nato hållit övningar, säger han.Enligt Paasikivi är det troligt att Ryssland försöker kapa underhållsvägar in i Ukraina. Militärbasen ligger bra till för att slå ut transporter av materiel och underhåll som kommer till Ukraina via Polen.",2022-03-13T09:34:41Z,pWv12o,Varför tror överstelöjtnant Joakim Paasikivi att Ryssland attackerade militärbasen intill gränsen till Polen?,Varför är militärbasen en strategisk plats för Ryssland?
Gas till Europa stoppas – Ryssland skyller på läcka,"Ryssland säger sig inte längre kunna leverera gas till Europa via ledningen Nord Stream 1, rapporterar flera medier. Enligt energibolaget Gazprom kan Ryssland inte skicka gas via ledningen på grund av ett läckage som måste repareras.Flödet i ledningen har de senaste dagarna varit stoppat på grund av underhållsarbete. Tanken var att gasen på nytt skulle ha släppts på under lördagen.",2022-09-02T16:46:44Z,zE54v1,Varför kan inte Ryssland längre leverera gas till Europa via ledningen Nord Stream 1?,Vad var anledningen till att gasflödet i ledningen var stoppat de senaste dagarna?
Putin: Rysslands intressen är inte förhandlingsbara,"Vladimir Putin säger sig fortfarande vara öppen för att söka ”diplomatiska lösningar” på Ukrainakonflikten, rapporterar BBC.Samtidigt understryker presidenten att Rysslands intressen ”inte är förhandlingsbara”.I ett tv-sänt tal på fäderneslandsförsvararens dag, en rysk högtid, säger sig Putin att han är öppen för ”ärlig dialog”. Han passar samtidigt på att hylla de ryska väpnade styrkorna.",2022-02-23T07:14:10Z,34wOmX,Vad säger Vladimir Putin om att söka diplomatiska lösningar på Ukrainakonflikten?,Vad hyllar Putin under sitt tv-sända tal på fäderneslandsförsvararens dag?
Turkiet fördömer ryska annekteringen: ”Ett brott”,"Turkiet fördömer den ryska annekteringen av fyra ockuperade ukrainska regioner, skriver utrikesdepartementet i ett uttalande enligt Reuters.”Detta beslut, som utgör ett grovt brott mot de etablerade principerna om internationell rätt, kan inte accepteras.”Vidare skriver departementet att man fortsätter uppmuntra till ett avslut på kriget, ”som blir allt allvarligare”, genom förhandlingar.Landet har sedan krigsutbrottet försökt anta en medlande roll, och stod värd för förhandlingar mellan Ukraina och Ryssland tidigt under invasionen.De har kritiserat invasionen och skickat drönare till Ukraina, men bibehåller diplomatiska band till Moskva och kritiserar sanktionerna mot Ryssland.",2022-10-01T07:25:15Z,kE6vEv,Vad skriver Turkiet i ett uttalande om den ryska annekteringen av fyra ockuperade ukrainska regioner?,Vad har Turkiet försökt göra sedan krigsutbrottet i Ukraina?
Analys: Vägen till vapenvila går genom ett minfält,"En lång väg återstår till en fredlig lösning på Ukrainakonflikten – en väg kantad av misstro och osäkerhet, skriver Tim Lister i en analys för CNN.”I slutändan är vad som händer helt och hållet upp till en man: Vladimir Putin.”Resultatet av förhandlingarna kan vara ett litet fall framåt, enligt SVT:s Bert Sundström.”Men att lita på vad Kreml säger eller lovar vore verkligen naivt.”Enligt DN:s Michael Winiarski har en fredlig lösning aldrig varit närmare än efter tisdagens förhandlingar.”Men bara förutsatt att Putin är redo att diskutera och kompromissa om de ukrainska villkoren.”BBC:s Mellanösternkorrespondent Tom Bateman är inne på samma linje.”Kriget pågår fortfarande och det finns mycket lite tillit mellan länderna – men det här känns som det viktigaste genombrottet hittills under dessa förhandlingar.”Roman Abramovitjs roll som fredsförhandlare – och turerna kring huruvida han blev förgiftad eller inte – väcker många frågor, skriver Shaun Walker i The Guardian.”På senare år har Abramovitj positionerat sig som pensionerad från det hårda affärslivet och utan politiska ambitioner”.",2022-03-29T15:07:48Z,rEJo0w,Vad säger Tim Lister om en fredlig lösning på Ukrainakonflikten?,Vem spelar en avgörande roll för en fredlig lösning på Ukrainakonflikten enligt Bert Sundström?
Pink Floyds julklapp: Sex miljoner till Ukraina,Det brittiska rockbandet Pink Floyd har samlat in sex miljoner kronor till stöd för Ukraina med låten ”Hey Hey Rise Up” i samarbete med den ukrainske sångaren Andrij Chlyvnjuk. Det rapporterar Kyiv Independent. Under den ryska invasionens första dag sjöng Andrij Chlyvnjuk en folksång i Kyivs tunnelbana. Videon blev viral och inspirerade Pink Floyd att spela in sin första låt ihop på över 20 år. Pengarna går till fem ukrainska hjälporganisationer. På sin sajt uppmanar bandet fansen att fortsätta donera direkt till dem. ,2022-12-24T17:23:51Z,WR660k,Vilka ukrainska hjälporganisationer kommer pengarna från Pink Floyds låt ”Hey Hey Rise Up” att gå till?,Vad inspirerade Pink Floyd att spela in sin första låt ihop på över 20 år?
Professor: Oljeembargot slår mot Putins krigskassa,"USA:s oljeembargo kommer – till skillnad från att beslagta oligarkers tillgångar – skada Ryssland ekonomiskt och påverka Putins krigskassa. Det säger Tomas Kåberger, professor i fysisk resursteori till Ekot. Han säger inflödet av pengar till Ryssland minskar med motsvarande miljarder kronor varje dygn. Importstoppet kommer leda till högre energipriser, men enligt Kåberger är det en uppoffring som måste göras om man ”menar allvar med att använda ekonomiska styrmedel för att minska förmåga att bedriva krig i Ukraina”. Samtidigt kan det gynna den gröna omställningen att fossila bränslen blir mindre lönsamma, hävdar han.",2022-03-09T05:58:16Z,ALgoOx,"Hur kommer USA:s oljeembargo att påverka Ryssland enligt Tomas Kåberger, professor i fysisk resursteori?",Vad kan det gröna omställningen gynnas av enligt Tomas Kåberger?
Kritik mot S Natohantering: ”De agerar i panik”,"Socialdemokraternas interna ”dialog” om Nato är en demokratiskt problematisk skenprocess. Det säger Aftonbladets kulturchef Karin Pettersson till SVT.Pettersson gör bedömningen att S redan har bestämt sig för att partiet ska förorda en svensk anslutning till försvarsalliansen. Hon beskriver det som att S ”agerar i panik”.– Jag får det bestämda intrycket att beslutet redan är fattat, på grunder som vi som medborgare inte känner till, säger hon till SVT.Tillfrågad av SVT vill inte S partisekreterare Tobias Baudin kommentera Petterssons uttalanden utan konstaterar att partiet gjort bedömningen att frågan kräver ett högt tempo.",2022-05-04T05:26:02Z,7dzPxw,"Vad säger Karin Pettersson, Aftonbladets kulturchef, om Socialdemokraternas interna ”dialog” om Nato?",Vad säger S partisekreterare Tobias Baudin om Karin Petterssons uttalanden?
Banksy hintar om att det är hans verk i Borodjanka,"Det mesta tyder på att gatukonst i krigshärjade staden Borodjanka målats av den brittiske konstnären Banksy. I ett inlägg på Instagram har han lagt upp bilder på flera verk som det spekulerats kring de senaste dagarna. ”Borodjanka, Ukraina”, lyder kommentaren till bilderna.En av målningarna visar en kvinnlig gymnast som balanserar på väggen till en förstörd byggnad och en annan föreställer en man som liknar Rysslands president Vladimir Putin som blir omkullkastad av en liten pojke i en judomatch.",2022-11-12T15:46:25Z,zEOrbw,Vad föreställer en av målningarna som det mesta tyder på att gatukonstnären Banksy har målat i Borodjanka?,Vad har spekulationerna kring Banksys målningar i Borodjanka handlat om de senaste dagarna?
Lavrovs styvdotter med på ny brittisk sanktionslista,"Den ryska utrikesministern Sergej Lavrovs styvdotter, Polina Kovaleva, finns med på britternas senaste sanktionslista. Hon har levt lyxliv i London sedan hon var 16 år och köpte under studenttiden en lägenhet i Kensington för 4,4 miljoner pund, motsvarande nära 55 miljoner kronor. Med sina 26 år och icke officiella band till Kreml sticker hon ut på sanktionslistan som sedan kriget utökats med mer än tusen namn, skriver Financial Times. Oklara finanser och otydliga band – Kovalevas mamma är inte gift med Lavrov utan har bara pekats ut som hans partner – gör det svårt att avgöra vem som har kontakter med Putins inre cirkel, skriver tidningen. Kovaleva kopplades först samman med Lavrov i oppositionell rysk media i slutet av 2021. Familjebandet gör henne till ett potentiellt verktyg för penningtvätt, hon är en ”politiskt exponerad person”, men utan en officiell relation har det varit svårt för myndigheter att agera, skriver FT. ",2022-03-26T08:09:40Z,7dGwEW,"Vilken egenskap gör Polina Kovaleva, styvdotter till den ryska utrikesministern Sergej Lavrov, till en ”politiskt exponerad person”?",Varför har det varit svårt för myndigheter att agera mot Polina Kovaleva?
Norge har importerat rysk torsk för en miljard kronor,"Sedan Ryssland inledde invasionen av Ukraina har Norge importerat rysk torsk för motsvarande 1 017 200 000 svenska kronor, skriver E24 med hänvisning till statistik från Norges råfisklag. Det är ett sätt att finansiera det ryska kriget, och måste därför avbrytas, säger Tamara Hurianova, som flytt till Norge från Ukraina.– Varje bidrag till den ryska ekonomin kostar liv, säger hon.Norges fiskeminister Bjørnar Skjæran säger dock att den norska staten inte kan stoppa ryska fartyg från att leverera torsk, eftersom de inte omfattas av några sanktioner.",2022-06-26T11:54:12Z,rEQPo8,Hur mycket har Norge importerat rysk torsk för sedan Ryssland inledde invasionen av Ukraina?,Vad säger Tamara Hurianova om Norges import av rysk torsk?
SVT och SR behåller sina utsända: ”Är svårbedömt”,"SVT och SR kallar inte hem sina utsända från Ukraina. Så lyder beskeden efter att den amerikanske journalisten Brent Renaud skjutits ihjäl i Irpin i utkanten av huvudstaden Kyiv, skriver TT. SVT:s utrikeschef Pia Bernhardsson säger att säkerhetsläget analyseras timme för timme, och att man inte är beredda att skicka sina två utsända till Irpin där det pågått direkta strider i dagar.– Men Ukraina är svårbedömt. Det finns ingen tydlig front för det uppstår nya hela tiden. I ett mejl beklagar SR:s presschef nyheten om Renauds död, men säger att den inte påverkar SR:s bemanning. Reportrar utan gränser beskriver oerhörda risker för journalister som jobbar i landet, och stora skillnader mellan inhemska och utländska journalister. De från andra länder har ofta en helt annan säkerhetsutbildning än de ukrainska, säger organisationens svenska ordförande Erik Halkjaer.",2022-03-13T16:12:22Z,mrwMxg,Vad medger Iran för första gången?,Vad har USA och de allierade västländerna i FN:s säkerhetsråd krävt?
Iran medger: Har skickat drönare till Ryssland,"Iran medger för första gången att landet har skickat drönare till Ryssland, skriver AP. Uttalandet från utrikesministern Hossein Amirabdollahian kommer efter månader av otydliga budskap från Iran kring drönarna.Amirabdollahian hävdar dock att leveranserna gjordes ”månader” innan Ryssland inledde kriget mot Ukraina. Han påstår också att det rört sig om ett ”begränsat antal” drönare.USA och de allierade västländerna i FN:s säkerhetsråd har tidigare krävt att rapporterna om att iranska drönare används i kriget ska utredas. Enligt bedömningar har Ryssland använt drönarna för att trappa upp attackerna mot ukrainsk infrastruktur.",2022-11-05T08:34:24Z,kEwGxk,Vad har Iran medgett angående drönare och Ryssland?,Vad har USA och de allierade västländerna i FN:s säkerhetsråd krävt att görs angående iranska drönare i kriget?
Systembolaget slutar sälja rysk alkohol – ”exceptionellt”,"Systembolaget plockar bort samtliga ryska produkter ur sortimentet på grund av kriget i Ukraina, enligt ett pressmeddelande.”Situationen är exceptionell och vi tar utvecklingen på stort allvar. Vi har mot bakgrund av beslutet informerat berörda leverantörer”, skriver Ulf Sjödin, sortimentschef på Systembolaget, i pressmeddelandet.Tidigare under dagen lämnade Finlands motsvarighet till Systembolaget, Alko, besked att göra samma sak.",2022-02-28T16:38:02Z,RrBrPW,Varför plockar Systembolaget bort samtliga ryska produkter ur sortimentet?,"Vad har Finlands motsvarighet till Systembolaget, Alko, beslutat att göra?"
